Brand,Types,Model,Transmission,Engine,Seater,Fuel_type,Price
MG,Hector,SUV,Automatic,1956,5,Petrol,26.08
MG,Hector,SUV,Manual,1956,5,Diesel,26.41
MG,Hector,SUV,Manual,1956,5,Diesel,26.42
MG,ZS,SUV,Automatic,50300,5,Electric,24.57
MG,ZS,SUV,Automatic,50300,5,Electric,28.62
MG,ZS,SUV,Automatic,50300,5,Electric,28.72
Skoda,Kushaq,SUV,Manual,999,5,Petrol,13.6
Skoda,Kushaq,SUV,Manual,999,5,Petrol,14.25
Skoda,Kushaq,SUV,Manual,999,5,Petrol,14.99
Skoda,Kushaq,SUV,Manual,999,5,Petrol,15.4
Skoda,Kushaq,SUV,Automatic,999,5,Petrol,16.95
Skoda,Kushaq,SUV,Manual,999,5,Petrol,17.36
Skoda,Kushaq,SUV,Automatic,999,5,Petrol,17.45
Skoda,Kushaq,SUV,Manual,999,5,Petrol,17.96
Skoda,Kushaq,SUV,Manual,999,5,Petrol,18.26
Skoda,Kushaq,SUV,Manual,999,5,Petrol,19.36
Skoda,Kushaq,SUV,Automatic,999,5,Petrol,19.43
Skoda,Kushaq,SUV,Automatic,999,5,Petrol,20.02
Skoda,Kushaq,SUV,Manual,999,5,Petrol,20.66
Skoda,Kushaq,SUV,Automatic,999,5,Petrol,21.07
Skoda,Kushaq,SUV,Manual,999,5,Petrol,21.76
Skoda,Kushaq,SUV,Automatic,999,5,Petrol,22.07
Skoda,Kushaq,SUV,Automatic,999,5,Petrol,23.16
Kia,Sonet,SUV,Manual,1493,5,Petrol,8.75
Kia,Sonet,SUV,Manual,1493,5,Petrol,9.75
Kia,Sonet,SUV,Manual,1493,5,Petrol,10.78
Kia,Sonet,SUV,Manual,1493,5,Diesel,11.42
Kia,Sonet,SUV,Manual,1493,5,Petrol,12.07
Kia,Sonet,SUV,Manual,1493,5,Diesel,12.63
Kia,Sonet,SUV,Manual,1493,5,Petrol,13.16
Kia,Sonet,SUV,Manual,1493,5,Diesel,13.44
Kia,Sonet,SUV,Automatic,1493,5,Petrol,13.77
Kia,Sonet,SUV,Manual,1493,5,Diesel,14.44
Kia,Sonet,SUV,Manual,1493,5,Petrol,14.64
Kia,Sonet,SUV,Manual,1493,5,Petrol,15.02
Kia,Sonet,SUV,Automatic,1493,5,Diesel,15.37
Kia,Sonet,SUV,Automatic,1493,5,Petrol,15.71
Kia,Sonet,SUV,Automatic,1493,5,Petrol,15.93
Kia,Sonet,SUV,Manual,1493,5,Diesel,15.95
Kia,Sonet,SUV,Manual,1493,5,Diesel,16.35
Kia,Sonet,SUV,Automatic,1493,5,Diesel,17.28
Kia,Sonet,SUV,Automatic,1493,5,Diesel,17.51
Skoda,Slavia,Sedan,Manual,999,5,Petrol,13.08
Skoda,Slavia,Sedan,Manual,999,5,Petrol,15.15
Skoda,Slavia,Sedan,Manual,999,5,Petrol,16.43
Skoda,Slavia,Sedan,Automatic,999,5,Petrol,16.64
Skoda,Slavia,Sedan,Manual,999,5,Petrol,16.95
Skoda,Slavia,Sedan,Manual,999,5,Petrol,17
Skoda,Slavia,Sedan,Manual,999,5,Petrol,17.24
Skoda,Slavia,Sedan,Manual,999,5,Petrol,17.51
Skoda,Slavia,Sedan,Automatic,999,5,Petrol,18.39
Skoda,Slavia,Sedan,Automatic,999,5,Petrol,18.76
Skoda,Slavia,Sedan,Automatic,999,5,Petrol,18.9
Skoda,Slavia,Sedan,Manual,999,5,Petrol,19.63
Skoda,Slavia,Sedan,Manual,999,5,Petrol,20.11
Skoda,Slavia,Sedan,Automatic,999,5,Petrol,21.27
Skoda,Slavia,Sedan,Automatic,999,5,Petrol,21.73
